iter	Passed	Remaining
309	974	3425
310	980	3431
311	982	3424
312	986	3425
313	988	3419
314	991	3416
315	996	3419
316	1001	3420
317	1004	3416
318	1006	3410
319	1014	3424
320	1016	3417
321	1018	3410
322	1020	3404
323	1023	3397
324	1025	3390
325	1028	3386
326	1031	3384
327	1034	3380
328	1036	3373
329	1048	3400
330	1051	3394
331	1053	3390
332	1056	3383
333	1058	3379
334	1061	3373
335	1065	3373
336	1070	3376
337	1072	3370
338	1074	3363
339	1076	3356
340	1078	3349
341	1081	3344
342	1084	3342
343	1087	3338
344	1089	3331
345	1101	3356
346	1104	3350
347	1106	3344
348	1112	3350
349	1114	3344
350	1119	3346
351	1122	3340
352	1124	3335
353	1126	3329
354	1129	3323
355	1133	3324
356	1136	3320
357	1150	3347
358	1152	3341
359	1154	3334
360	1156	3328
361	1158	3321
362	1171	3345
363	1177	3350
364	1182	3351
365	1187	3355
366	1191	3353
367	1195	3352
368	1200	3354
369	1204	3351
370	1206	3345
371	1208	3339
372	1210	3333
373	1213	3328
374	1215	3323
375	1220	3323
376	1224	3323
377	1227	3318
378	1230	3315
379	1232	3309
380	1235	3303
381	1237	3297
382	1239	3291
383	1241	3285
384	1243	3278
385	1245	3272
386	1248	3268
387	1261	3289
388	1263	3284
389	1266	3279
390	1269	3274
391	1271	3269
392	1274	3264
393	1276	3259
394	1281	3261
395	1287	3263
396	1291	3261
397	1294	3259
398	1297	3254
399	1299	3249
400	1301	3243
401	1304	3237
402	1306	3232
403	1308	3226
404	1311	3221
405	1314	3218
406	1317	3213
407	1319	3207
408	1322	3204
409	1327	3205
410	1330	3201
411	1333	3197
412	1335	3192
413	1337	3186
414	1340	3180
415	1342	3175
416	1345	3172
417	1348	3167
418	1350	3161
419	1353	3158
420	1356	3153
421	1358	3148
422	1360	3142
423	1363	3139
424	1366	3134
425	1368	3128
426	1371	3124
427	1373	3120
428	1375	3114
429	1380	3113
430	1385	3114
431	1387	3108
432	1389	3103
433	1392	3099
434	1394	3094
435	1397	3089
436	1400	3085
437	1402	3080
438	1404	3075
439	1414	3086
440	1416	3081
441	1419	3077
442	1422	3072
443	1425	3068
444	1428	3064
445	1431	3061
446	1433	3056
447	1436	3051
448	1438	3046
449	1440	3041
450	1446	3042
451	1451	3043
452	1453	3038
453	1455	3033
454	1457	3027
455	1460	3022
456	1463	3019
457	1465	3014
458	1467	3009
459	1469	3003
460	1472	2998
461	1474	2993
462	1478	2991
463	1480	2987
464	1483	2982
465	1486	2979
466	1488	2974
467	1491	2969
468	1493	2965
469	1497	2963
470	1502	2963
471	1505	2959
472	1507	2954
473	1510	2950
474	1512	2945
475	1515	2941
476	1517	2935
477	1519	2930
478	1521	2925
479	1523	2920
480	1537	2936
481	1540	2933
482	1542	2929
483	1545	2924
484	1547	2919
485	1549	2914
486	1551	2909
487	1554	2904
488	1559	2904
489	1561	2899
490	1564	2895
491	1568	2894
492	1573	2894
493	1578	2895
494	1583	2894
495	1586	2891
496	1591	2890
497	1594	2888
498	1597	2883
499	1600	2880
500	1603	2876
501	1607	2875
502	1610	2872
503	1613	2868
504	1616	2865
505	1620	2862
506	1624	2860
507	1627	2858
508	1633	2859
509	1636	2855
510	1638	2850
511	1644	2852
512	1646	2847
513	1652	2848
514	1654	2843
515	1658	2841
516	1663	2841
517	1666	2836
518	1670	2834
519	1676	2837
520	1678	2832
521	1681	2827
522	1683	2822
523	1685	2818
524	1688	2814
525	1690	2809
526	1693	2804
527	1695	2800
528	1700	2799
529	1704	2798
530	1706	2793
531	1710	2790
532	1712	2785
533	1714	2780
534	1716	2775
535	1726	2783
536	1728	2778
537	1730	2773
538	1733	2768
539	1735	2763
540	1737	2759
541	1739	2753
542	1741	2748
543	1743	2743
544	1745	2738
545	1748	2734
546	1750	2730
547	1762	2740
548	1765	2736
549	1767	2732
550	1770	2727
551	1773	2723
552	1775	2719
553	1777	2715
554	1780	2710
555	1782	2705
556	1785	2702
557	1789	2700
558	1792	2696
559	1794	2691
560	1796	2687
561	1800	2684
562	1805	2684
563	1809	2682
564	1813	2679
565	1816	2676
566	1819	2673
567	1822	2669
568	1827	2668
569	1830	2665
570	1833	2662
571	1838	2660
572	1840	2656
573	1844	2653
574	1849	2653
575	1853	2651
576	1857	2650
577	1861	2647
578	1865	2644
579	1870	2644
580	1873	2640
581	1875	2635
582	1880	2635
583	1885	2635
584	1890	2633
585	1893	2630
586	1895	2625
587	1897	2620
588	1900	2616
589	1903	2613
590	1905	2608
591	1917	2617
592	1920	2613
593	1922	2608
594	1924	2603
595	1926	2599
596	1933	2600
597	1952	2618
598	1970	2634
599	1973	2630
600	1975	2625
601	1977	2621
602	1984	2622
603	1989	2621
604	1994	2620
605	1997	2616
606	1999	2612
607	2001	2607
608	2003	2602
609	2008	2601
610	2010	2596
611	2012	2591
612	2015	2587
613	2017	2582
614	2019	2577
615	2021	2573
616	2026	2571
617	2029	2567
618	2042	2577
619	2045	2572
620	2055	2578
621	2074	2594
622	2079	2593
623	2084	2592
624	2087	2588
625	2089	2583
626	2094	2582
627	2099	2581
628	2103	2578
629	2105	2573
630	2107	2568
631	2110	2564
632	2112	2560
633	2115	2556
634	2127	2563
635	2129	2558
636	2134	2556
637	2136	2552
638	2139	2547
639	2141	2542
640	2143	2538
641	2146	2533
642	2148	2529
643	2151	2525
644	2156	2524
645	2162	2524
646	2167	2523
647	2173	2521
648	2188	2532
649	2194	2531
650	2198	2529
651	2201	2525
652	2206	2523
653	2211	2522
654	2215	2519
655	2217	2514
656	2219	2510
657	2225	2509
658	2227	2504
659	2230	2500
660	2233	2496
661	2235	2492
662	2237	2487
663	2239	2482
664	2242	2478
665	2245	2475
666	2258	2482
667	2273	2491
668	2278	2490
669	2284	2488
670	2297	2495
671	2299	2491
672	2304	2489
673	2309	2487
674	2314	2485
675	2316	2481
676	2319	2476
677	2322	2472
678	2324	2468
679	2331	2469
680	2336	2467
681	2350	2474
682	2354	2471
683	2357	2467
684	2362	2466
685	2368	2464
686	2380	2470
687	2385	2468
688	2389	2466
689	2402	2472
690	2405	2467
691	2412	2467
692	2417	2466
693	2419	2461
694	2421	2456
695	2423	2451
696	2426	2446
697	2428	2442
698	2430	2437
699	2459	2459
700	2464	2457
701	2473	2459
702	2487	2466
703	2490	2461
704	2512	2477
705	2518	2475
706	2524	2474
707	2537	2480
708	2540	2475
709	2542	2471
710	2549	2470
711	2555	2469
712	2560	2466
713	2564	2464
714	2569	2461
715	2576	2461
716	2581	2459
717	2587	2457
718	2593	2456
719	2598	2454
720	2603	2451
721	2609	2450
722	2613	2447
723	2616	2443
724	2623	2442
725	2628	2440
726	2630	2435
727	2636	2433
728	2651	2440
729	2673	2453
730	2678	2451
731	2682	2448
732	2685	2444
733	2690	2441
734	2696	2439
735	2702	2438
736	2707	2435
737	2710	2431
738	2713	2426
739	2717	2423
740	2722	2421
741	2726	2417
742	2731	2415
743	2734	2411
744	2737	2406
745	2739	2401
746	2742	2396
747	2744	2392
748	2746	2387
749	2748	2382
750	2750	2377
751	2753	2372
752	2755	2367
753	2757	2362
754	2759	2357
755	2762	2352
756	2764	2347
757	2767	2344
758	2772	2341
759	2775	2337
760	2777	2332
761	2779	2327
762	2781	2322
763	2784	2317
764	2786	2312
765	2788	2307
766	2791	2303
767	2793	2298
768	2795	2293
769	2797	2288
770	2799	2284
771	2801	2279
772	2804	2274
773	2806	2269
774	2808	2264
775	2810	2259
776	2812	2254
777	2814	2250
778	2829	2255
779	2831	2250
780	2834	2246
781	2838	2243
782	2840	2238
783	2842	2233
784	2844	2228
785	2846	2223
786	2848	2218
787	2850	2213
788	2852	2209
789	2855	2204
790	2857	2199
791	2870	2203
792	2872	2198
793	2875	2194
794	2876	2189
795	2878	2184
796	2880	2179
797	2889	2179
798	2891	2174
799	2893	2170
800	2895	2165
801	2897	2160
802	2900	2156
803	2901	2151
804	2904	2146
805	2906	2141
806	2908	2137
807	2911	2132
808	2914	2129
809	2919	2126
810	2922	2122
811	2924	2117
812	2926	2112
813	2928	2108
814	2931	2104
815	2933	2099
816	2935	2094
817	2937	2090
818	2939	2085
819	2941	2080
820	2944	2076
821	2946	2071
822	2948	2067
823	2952	2063
824	2953	2058
825	2957	2055
826	2962	2052
827	2965	2048
828	2967	2044
829	2969	2039
830	2971	2034
831	2973	2030
832	2975	2025
833	2977	2020
834	2980	2016
835	2982	2012
836	2984	2007
837	2986	2003
838	2988	1998
839	2990	1993
840	2992	1989
841	2994	1984
842	2996	1980
843	2999	1975
844	3001	1971
845	3003	1966
846	3007	1963
847	3011	1960
848	3014	1956
849	3016	1952
850	3018	1947
851	3023	1944
852	3025	1940
853	3027	1935
854	3029	1931
855	3031	1926
856	3033	1921
857	3035	1917
858	3037	1912
859	3046	1913
860	3059	1915
861	3062	1911
862	3065	1907
863	3067	1902
864	3068	1898
865	3070	1893
866	3072	1889
867	3074	1884
868	3077	1880
869	3081	1877
870	3084	1873
871	3086	1868
872	3088	1864
873	3090	1860
874	3092	1855
875	3094	1851
876	3097	1846
877	3099	1842
878	3101	1838
879	3103	1833
880	3106	1829
881	3110	1827
882	3114	1823
883	3116	1819
884	3119	1815
885	3122	1811
886	3125	1807
887	3127	1803
888	3130	1799
889	3131	1794
890	3133	1790
891	3136	1785
892	3137	1781
893	3139	1777
894	3142	1773
895	3144	1768
896	3147	1764
897	3149	1760
898	3153	1757
899	3157	1754
900	3160	1750
901	3163	1746
902	3165	1742
903	3167	1738
904	3169	1733
905	3176	1731
906	3178	1727
907	3180	1723
908	3182	1719
909	3184	1714
910	3186	1710
911	3188	1705
912	3190	1701
913	3192	1697
914	3194	1693
915	3196	1689
916	3198	1684
917	3202	1681
918	3207	1678
919	3210	1674
920	3211	1670
921	3215	1667
922	3219	1663
923	3221	1659
924	3223	1655
925	3225	1650
926	3227	1646
927	3229	1642
928	3231	1638
929	3233	1634
930	3237	1630
931	3239	1626
932	3251	1627
933	3253	1623
934	3255	1618
935	3256	1614
936	3258	1610
937	3260	1606
938	3262	1601
939	3264	1597
940	3266	1593
941	3270	1589
942	3272	1586
943	3275	1582
944	3277	1578
945	3279	1574
946	3281	1569
947	3283	1565
948	3285	1561
949	3287	1557
950	3289	1553
951	3291	1548
952	3293	1544
953	3295	1540
954	3299	1537
955	3303	1534
956	3305	1530
957	3307	1526
958	3309	1522
959	3311	1517
960	3314	1514
961	3316	1510
962	3318	1506
963	3321	1502
964	3323	1498
965	3325	1494
966	3328	1490
967	3330	1486
968	3332	1482
969	3334	1477
970	3336	1473
971	3337	1469
972	3341	1466
973	3346	1463
974	3349	1459
975	3351	1455
976	3353	1451
977	3355	1447
978	3357	1443
979	3359	1439
980	3361	1435
981	3366	1432
982	3368	1429
983	3370	1424
984	3372	1420
985	3374	1416
986	3376	1412
987	3378	1409
988	3380	1405
989	3382	1401
990	3385	1397
991	3387	1393
992	3389	1389
993	3391	1385
994	3396	1382
995	3400	1379
996	3402	1375
997	3404	1371
998	3406	1367
999	3410	1364
1000	3413	1360
1001	3415	1356
1002	3417	1352
1003	3419	1348
1004	3421	1344
1005	3423	1340
1006	3426	1337
1007	3429	1333
1008	3431	1329
1009	3433	1325
1010	3444	1325
1011	3447	1321
1012	3448	1317
1013	3451	1313
1014	3453	1309
1015	3454	1305
1016	3456	1301
1017	3458	1297
1018	3462	1294
1019	3464	1290
1020	3466	1286
1021	3468	1282
1022	3470	1278
1023	3472	1275
1024	3474	1271
1025	3477	1267
1026	3479	1263
1027	3481	1259
1028	3484	1256
1029	3487	1252
1030	3489	1249
1031	3494	1246
1032	3506	1245
1033	3508	1241
1034	3510	1238
1035	3512	1234
1036	3517	1231
1037	3519	1227
1038	3521	1223
1039	3524	1220
1040	3526	1216
1041	3529	1212
1042	3531	1208
1043	3533	1204
1044	3535	1201
1045	3537	1197
1046	3540	1193
1047	3543	1190
1048	3547	1187
1049	3551	1183
1050	3554	1180
1051	3558	1177
1052	3560	1173
1053	3562	1169
1054	3564	1165
1055	3566	1161
1056	3568	1157
1057	3570	1154
1058	3575	1151
1059	3578	1147
1060	3580	1144
1061	3582	1140
1062	3584	1136
1063	3587	1132
1064	3588	1128
1065	3590	1125
1066	3593	1121
1067	3595	1117
1068	3597	1113
1069	3599	1110
1070	3603	1106
1071	3607	1103
1072	3610	1100
1073	3612	1096
1074	3615	1093
1075	3618	1089
1076	3620	1085
1077	3623	1082
1078	3625	1078
1079	3627	1074
1080	3629	1071
1081	3631	1067
1082	3637	1064
1083	3638	1060
1084	3641	1057
1085	3644	1053
1086	3649	1050
1087	3651	1047
1088	3653	1043
1089	3656	1039
1090	3658	1036
1091	3660	1032
1092	3662	1028
1093	3664	1024
1094	3667	1021
1095	3669	1017
1096	3670	1013
1097	3673	1010
1098	3675	1006
1099	3677	1003
1100	3679	999
1101	3681	995
1102	3685	992
1103	3687	988
1104	3689	985
1105	3691	981
1106	3695	978
1107	3699	975
1108	3702	971
1109	3704	967
1110	3706	964
1111	3708	960
1112	3712	957
1113	3714	953
1114	3716	949
1115	3718	946
1116	3720	942
1117	3722	939
1118	3724	935
1119	3726	931
1120	3731	928
1121	3733	925
1122	3735	921
1123	3739	918
1124	3744	915
1125	3746	911
1126	3748	908
1127	3750	904
1128	3752	900
1129	3754	897
1130	3756	893
1131	3759	890
1132	3762	886
1133	3765	883
1134	3767	879
1135	3769	876
1136	3772	872
1137	3774	868
1138	3776	865
1139	3778	861
1140	3780	858
1141	3783	854
1142	3786	851
1143	3797	849
1144	3800	846
1145	3802	842
1146	3810	840
1147	3812	836
1148	3814	833
1149	3816	829
1150	3818	826
1151	3821	822
1152	3824	819
1153	3827	815
1154	3829	812
1155	3832	808
1156	3837	805
1157	3840	802
1158	3842	798
1159	3844	795
1160	3846	791
1161	3848	788
1162	3850	784
1163	3854	781
1164	3857	778
1165	3859	774
1166	3861	771
1167	3863	767
1168	3865	763
1169	3867	760
1170	3869	756
1171	3871	753
1172	3873	749
1173	3877	746
1174	3879	742
1175	3881	739
1176	3885	736
1177	3890	733
1178	3892	729
1179	3894	726
1180	3896	722
1181	3898	718
1182	3901	715
1183	3904	712
1184	3906	708
1185	3908	705
1186	3910	701
1187	3912	698
1188	3913	694
1189	3915	691
1190	3922	688
1191	3924	684
1192	3927	681
1193	3932	678
1194	3935	675
1195	3937	671
1196	3939	668
1197	3942	664
1198	3944	661
1199	3946	657
1200	3949	654
1201	3952	651
1202	3955	647
1203	3957	644
1204	3959	640
1205	3961	637
1206	3963	633
1207	3965	630
1208	3967	626
1209	3970	623
1210	3973	620
1211	3976	616
1212	3981	613
1213	3985	610
1214	3987	607
1215	3993	604
1216	3995	600
1217	3996	597
1218	3999	593
1219	4001	590
1220	4003	586
1221	4005	583
1222	4008	580
1223	4011	576
1224	4012	573
1225	4024	571
1226	4027	567
1227	4029	564
1228	4031	560
1229	4032	557
1230	4035	553
1231	4040	550
1232	4042	547
1233	4044	544
1234	4046	540
1235	4048	537
1236	4051	533
1237	4053	530
1238	4055	527
1239	4058	523
1240	4061	520
1241	4063	516
1242	4067	513
1243	4071	510
1244	4083	508
1245	4085	504
1246	4088	501
1247	4093	498
1248	4095	495
1249	4097	491
1250	4099	488
1251	4101	484
1252	4103	481
1253	4105	477
1254	4107	474
1255	4109	471
1256	4111	467
1257	4113	464
1258	4115	460
1259	4117	457
1260	4119	454
1261	4123	450
1262	4127	447
1263	4131	444
1264	4133	441
1265	4135	437
1266	4137	434
1267	4139	430
1268	4141	427
1269	4142	424
1270	4144	420
1271	4146	417
1272	4155	414
1273	4157	411
1274	4158	407
1275	4160	404
1276	4162	400
1277	4164	397
1278	4166	394
1279	4168	390
1280	4170	387
1281	4172	384
1282	4174	380
1283	4177	377
1284	4179	374
1285	4191	371
1286	4193	368
1287	4200	365
1288	4203	361
1289	4205	358
1290	4207	355
1291	4209	351
1292	4211	348
1293	4213	345
1294	4215	341
1295	4217	338
1296	4219	335
1297	4221	331
1298	4223	328
1299	4226	325
1300	4228	321
1301	4230	318
1302	4233	315
1303	4235	311
1304	4240	308
1305	4242	305
1306	4245	302
1307	4247	298
1308	4249	295
1309	4251	292
1310	4253	288
1311	4255	285
1312	4257	282
1313	4259	278
1314	4267	275
1315	4269	272
1316	4272	269
1317	4274	265
1318	4276	262
1319	4278	259
1320	4280	255
1321	4282	252
1322	4284	249
1323	4286	246
1324	4288	242
1325	4290	239
1326	4292	236
1327	4294	232
1328	4296	229
1329	4299	226
1330	4302	223
1331	4305	219
1332	4307	216
1333	4309	213
1334	4311	209
1335	4313	206
1336	4317	203
1337	4319	200
1338	4320	196
1339	4322	193
1340	4324	190
1341	4326	187
1342	4328	183
1343	4330	180
1344	4333	177
1345	4336	173
1346	4338	170
1347	4340	167
1348	4342	164
1349	4345	160
1350	4349	157
1351	4353	154
1352	4355	151
1353	4357	148
1354	4359	144
1355	4361	141
1356	4363	138
1357	4365	135
1358	4368	131
1359	4369	128
1360	4371	125
1361	4373	122
1362	4375	118
1363	4380	115
1364	4383	112
1365	4385	109
1366	4387	105
1367	4390	102
1368	4392	99
1369	4395	96
1370	4398	93
1371	4400	89
1372	4403	86
1373	4405	83
1374	4407	80
1375	4409	76
1376	4413	73
1377	4417	70
1378	4419	67
1379	4421	64
1380	4424	60
1381	4425	57
1382	4428	54
1383	4431	51
1384	4433	48
1385	4434	44
1386	4436	41
1387	4438	38
1388	4440	35
1389	4442	31
1390	4445	28
1391	4447	25
1392	4449	22
1393	4451	19
1394	4460	15
1395	4463	12
1396	4474	9
1397	4476	6
1398	4478	3
1399	4480	0
