iter	RMSE
672	0.06099570155
673	0.06092017292
674	0.060836814
675	0.06079866049
676	0.06073913746
677	0.0606751044
678	0.06066814038
679	0.06060845254
680	0.06056548745
681	0.06049331178
682	0.0604570686
683	0.06043458648
684	0.06041226575
685	0.06037899151
686	0.06028156056
687	0.06016062732
688	0.06015672548
689	0.06011491051
690	0.06004124357
691	0.05994930834
692	0.0599146752
693	0.05987656585
694	0.0597793603
695	0.05976313077
696	0.05967851507
697	0.05967493099
698	0.05962549497
699	0.05955028638
700	0.05948629106
701	0.05947547124
702	0.05940833815
703	0.0593403292
704	0.05933718958
705	0.05932496212
706	0.0593100003
707	0.05922179842
708	0.05916248544
709	0.05911822667
710	0.05901972618
711	0.05899706912
712	0.05892191724
713	0.05886980528
714	0.05885316036
715	0.058809087
716	0.05875793259
717	0.05875513339
718	0.05866867398
719	0.05865891398
720	0.05865494847
721	0.05863336367
722	0.05862884257
723	0.05857802549
724	0.05854271768
725	0.05842758297
726	0.05834011276
727	0.05828943943
728	0.0582569812
729	0.05822042349
730	0.05814523127
731	0.05808636716
732	0.05805235543
733	0.05802699992
734	0.05802333635
735	0.05797901433
736	0.05789202719
737	0.05780883954
738	0.05780352273
739	0.05776835319
740	0.05774724969
741	0.05774325008
742	0.05773033546
743	0.05770858045
744	0.05763537338
745	0.05759253905
746	0.05750580258
747	0.05749481941
748	0.0574567602
749	0.05742927568
750	0.05742656799
751	0.05741273704
752	0.05736354041
753	0.05736115551
754	0.05733656353
755	0.0572929343
756	0.05720421261
757	0.05711549833
758	0.05700001558
759	0.05692915156
760	0.05691137916
761	0.05683359923
762	0.0568193842
763	0.05676016222
764	0.05675127807
765	0.05672777925
766	0.05671866124
767	0.05671549564
768	0.05664640024
769	0.05663304756
770	0.05656020862
771	0.0564877769
772	0.05645470915
773	0.05643249556
774	0.05640580149
775	0.05633725435
776	0.05632947052
777	0.05629617255
778	0.05622022573
779	0.05612059168
780	0.05611636007
781	0.05606931141
782	0.05604187267
783	0.05602286904
784	0.0559475863
785	0.05588742292
786	0.05586329703
787	0.05581129394
788	0.05576225961
789	0.05568194854
790	0.05567818564
791	0.05564696287
792	0.05564077327
793	0.05563552055
794	0.05562259345
795	0.05560276759
796	0.05559751317
797	0.05559163021
798	0.05553578205
799	0.05545764567
800	0.05543189308
801	0.05539911752
802	0.05531789343
803	0.05524885127
804	0.05524245951
805	0.05519034166
806	0.05513807707
807	0.05513428936
808	0.05505500236
809	0.05503301927
810	0.05497428783
811	0.05490755245
812	0.05483305538
813	0.05477835645
814	0.05473145738
815	0.05472565899
816	0.05471757251
817	0.05466284944
818	0.05464669289
819	0.05461610497
820	0.05453393622
821	0.05448239654
822	0.05441567986
823	0.05435143228
824	0.05429013141
825	0.05427111167
826	0.05421402354
827	0.05415834891
828	0.05407515036
829	0.05407306778
830	0.05398449614
831	0.05392891514
832	0.05392210533
833	0.05387225698
834	0.05386636557
835	0.05386244631
836	0.05381509401
837	0.05379821176
838	0.05378312607
839	0.05372487389
840	0.05368846381
841	0.05365866508
842	0.05360305184
843	0.05354120379
844	0.05352820023
845	0.05346450621
846	0.05345063198
847	0.05339692435
848	0.05336906711
849	0.05335923247
850	0.05332977088
851	0.05332481218
852	0.05330977058
853	0.05330547036
854	0.05323842285
855	0.05319577623
856	0.05319232302
857	0.0531380382
858	0.05306847271
859	0.05304288174
860	0.05303925862
861	0.05302018148
862	0.05296135138
863	0.05295697696
864	0.05291129196
865	0.05289105272
866	0.05285095165
867	0.0528399276
868	0.05282267865
869	0.05280359789
870	0.05271547406
871	0.05263848446
872	0.05254342301
873	0.05253503904
874	0.05247643468
875	0.05244561639
876	0.05239848453
877	0.05230826846
878	0.05227185278
879	0.052232564
880	0.05220618517
881	0.05220263835
882	0.05218059507
883	0.0521482735
884	0.05209859522
885	0.05202807875
886	0.05198358159
887	0.05197997672
888	0.0519203327
889	0.05191471235
890	0.05187241338
891	0.0518169458
892	0.05177710667
893	0.0517553484
894	0.05172118674
895	0.05168075978
896	0.05159600636
897	0.05152302253
898	0.05148281039
899	0.05140825015
900	0.05135225559
901	0.05129618885
902	0.05121908956
903	0.05120199908
904	0.05115061774
905	0.05110820168
906	0.05107113502
907	0.05099356713
908	0.05092569049
909	0.0508925834
910	0.05085194826
911	0.05080768195
912	0.0507432649
913	0.05070392829
914	0.05063069796
915	0.05060228631
916	0.05054661687
917	0.0505352396
918	0.05048247221
919	0.05042945566
920	0.05042629159
921	0.05034908149
922	0.05028290962
923	0.05022420407
924	0.05018226131
925	0.05015294488
926	0.05011351955
927	0.05006273594
928	0.05001480639
929	0.04993179601
930	0.04987997994
931	0.04984497881
932	0.04980922598
933	0.04976603573
934	0.04973469429
935	0.04967591629
936	0.04959948429
937	0.04958010311
938	0.04957596928
939	0.04952930218
940	0.04949500365
941	0.04944554279
942	0.0494169113
943	0.04936391905
944	0.0493216161
945	0.04925082541
946	0.04924738241
947	0.04918605917
948	0.04916780069
949	0.04910281507
950	0.04906586512
951	0.04903629267
952	0.04899373773
953	0.04896543805
954	0.04893375952
955	0.04885187468
956	0.04884960057
957	0.04882984124
958	0.04880726886
959	0.04878410948
960	0.04878096709
961	0.0487373266
962	0.04869937654
963	0.04865041234
964	0.04856328565
965	0.0485341823
966	0.04848417399
967	0.04846663896
968	0.0484232357
969	0.04842169969
970	0.04838852822
971	0.04836607542
972	0.04828924857
973	0.0482203954
974	0.04819116566
975	0.04817738726
976	0.04814470353
977	0.0480717417
978	0.04801814808
979	0.04795351309
980	0.04790759928
981	0.04786684607
982	0.04777987717
983	0.0477696408
984	0.04771880679
985	0.04771638222
986	0.0477074579
987	0.04767012217
988	0.04764836914
989	0.04763298562
990	0.04756742642
991	0.04751825669
992	0.04749221513
993	0.04746508413
994	0.04743833062
995	0.04737929503
996	0.04736612815
997	0.04733992657
998	0.04730905643
999	0.04725990738
1000	0.04719593699
1001	0.04718513951
1002	0.04715165512
1003	0.04713558786
1004	0.04709475255
1005	0.04705092224
1006	0.04698508165
1007	0.04694369456
1008	0.04691610198
1009	0.04686515209
1010	0.04684476384
1011	0.04679853722
1012	0.04678876976
1013	0.0467502493
1014	0.04670140544
1015	0.04664647988
1016	0.04662481064
1017	0.0466229772
1018	0.04658826866
1019	0.04652709208
1020	0.04648872366
1021	0.04646148798
1022	0.04640716989
1023	0.04636732553
1024	0.04635659978
1025	0.04633208582
1026	0.04630647368
1027	0.04628689138
1028	0.04625412635
1029	0.04620394216
1030	0.04619073757
1031	0.04612665335
1032	0.04607793073
1033	0.04603631651
1034	0.04602714715
1035	0.04598687901
1036	0.04595195772
1037	0.04593000031
1038	0.0458695984
1039	0.04586763269
1040	0.04581726673
1041	0.0457705097
1042	0.04572054083
1043	0.04568436206
1044	0.04562298265
1045	0.04558561957
1046	0.0455821332
1047	0.04555168271
1048	0.04548871528
1049	0.04547465583
1050	0.04545413681
1051	0.04540324002
1052	0.04537987646
1053	0.04533766095
1054	0.04533540269
1055	0.04531025593
1056	0.04525518182
1057	0.04518569292
1058	0.04512622814
1059	0.04505380176
1060	0.04502254443
1061	0.0449748904
1062	0.04497121842
1063	0.04493471569
1064	0.04486513526
1065	0.04478773887
1066	0.0447335626
1067	0.04470033089
1068	0.0446394873
1069	0.04458763941
1070	0.04454153044
1071	0.04448217033
1072	0.04443483711
1073	0.0443810321
1074	0.04434584059
1075	0.0443020444
1076	0.04425564427
1077	0.04421783395
1078	0.04419577599
1079	0.04415179874
1080	0.04410965915
1081	0.04408859
1082	0.04406511787
1083	0.04402902247
1084	0.04401246922
1085	0.04399847627
1086	0.04396839315
1087	0.04390130926
1088	0.04388562943
1089	0.04386170469
1090	0.04381639289
1091	0.04378296894
1092	0.04376353576
1093	0.04373677864
1094	0.0436795626
1095	0.04364827965
1096	0.04359976897
1097	0.04354562195
1098	0.04348893918
1099	0.04345364036
1100	0.04344055055
1101	0.04342652423
1102	0.04340458283
1103	0.04334219926
1104	0.04331586616
1105	0.04330229168
1106	0.04324771999
1107	0.04323742543
1108	0.04323258311
1109	0.04318873446
1110	0.04318579682
1111	0.04314007873
1112	0.04312245533
1113	0.04310210226
1114	0.04303767599
1115	0.04298962221
1116	0.04295802167
1117	0.04293060193
1118	0.04291308619
1119	0.04287398688
1120	0.04284750348
1121	0.04278277881
1122	0.04271096611
1123	0.04267374911
1124	0.04261977187
1125	0.04259366134
1126	0.04255744554
1127	0.04249701582
1128	0.04247405787
1129	0.0424193297
1130	0.04238227442
1131	0.04234236203
1132	0.04233121825
1133	0.04232900132
1134	0.0423125076
1135	0.04227514148
1136	0.04224240448
1137	0.04223978104
1138	0.04219008856
1139	0.04215628327
1140	0.04211943686
1141	0.04210855221
1142	0.04208916972
1143	0.04206901152
1144	0.04204315786
1145	0.04201337156
1146	0.04196468017
1147	0.04192820136
1148	0.04190668153
1149	0.0418868069
1150	0.04184730908
1151	0.04180804149
1152	0.04174910678
1153	0.04170103097
1154	0.04166857013
1155	0.04164294515
1156	0.04161954009
1157	0.04157515933
1158	0.04152856411
1159	0.04152553284
1160	0.04146133164
1161	0.04143827475
1162	0.04138566016
1163	0.04134500909
1164	0.04130659614
1165	0.04124238903
1166	0.04123926153
1167	0.04123381009
1168	0.04119199312
1169	0.04115547374
1170	0.04111652716
1171	0.0410859516
1172	0.04108325628
1173	0.04103571895
1174	0.04096955564
1175	0.04095170313
1176	0.04089183298
1177	0.04085639738
1178	0.04084488421
1179	0.04081714723
1180	0.04080139268
1181	0.04075719568
1182	0.04071969137
1183	0.04068833012
1184	0.04067715254
1185	0.04062988056
1186	0.04059340868
1187	0.04054039695
1188	0.04048591778
1189	0.04042935885
1190	0.04039759834
1191	0.04037144075
1192	0.04035297264
1193	0.04032092886
1194	0.04026369718
1195	0.04025798688
1196	0.04023251285
1197	0.04017175671
1198	0.04015080145
1199	0.04011137626
1200	0.04007457325
1201	0.04004005255
1202	0.040034703
1203	0.03997860093
1204	0.0399188665
1205	0.03988200428
1206	0.0398480208
1207	0.03983711032
1208	0.03976766776
1209	0.03973102484
1210	0.03969059441
1211	0.03964596549
1212	0.03959011628
1213	0.03955160201
1214	0.03952797359
1215	0.03951140144
1216	0.03946564626
1217	0.03945423313
1218	0.0394357528
1219	0.03937492563
1220	0.03937154468
1221	0.03931843619
1222	0.03930515271
1223	0.03926519235
1224	0.03923427773
1225	0.03923288799
1226	0.03920675123
1227	0.03916628127
1228	0.03916074937
1229	0.0391138821
1230	0.03907878941
1231	0.03906776515
1232	0.03902963446
1233	0.03899278643
1234	0.0389914192
1235	0.03898783081
1236	0.03894630978
1237	0.03889151489
1238	0.03885959026
1239	0.03883794732
1240	0.03878388055
1241	0.03874311582
1242	0.03871089546
1243	0.03868395914
1244	0.03866604284
1245	0.03864850874
1246	0.03859686422
1247	0.03859164713
1248	0.03855998302
1249	0.03853759583
1250	0.03846835227
1251	0.03841278931
1252	0.03837247841
1253	0.03834508442
1254	0.03828268529
1255	0.03827975613
1256	0.03823983765
1257	0.03822190941
1258	0.03820082776
1259	0.03815967739
1260	0.03811152954
1261	0.03808129213
1262	0.0380644488
1263	0.0380494101
1264	0.03802645381
1265	0.03802046072
1266	0.0379701465
1267	0.03792982557
1268	0.03789382568
1269	0.03789255493
1270	0.03786701198
1271	0.03786215838
1272	0.03784886388
1273	0.0378336071
1274	0.03780062141
1275	0.03776921942
1276	0.03776556301
1277	0.0377109347
1278	0.03770726228
1279	0.0376920594
1280	0.0376718257
1281	0.03763016947
1282	0.03759273385
1283	0.03755251821
1284	0.03753266324
1285	0.03750600698
1286	0.03749478128
1287	0.0374734747
1288	0.03744395313
1289	0.0374360663
1290	0.03742317795
1291	0.03740682868
1292	0.03735759056
1293	0.03732046576
1294	0.03729241723
1295	0.03724389044
1296	0.03721983469
1297	0.03720484805
1298	0.03720196302
1299	0.03720020824
1300	0.03715049716
1301	0.03713083461
1302	0.03711796488
1303	0.03707684035
1304	0.03702908357
1305	0.03701072866
1306	0.03697069748
1307	0.03691444886
1308	0.03691267214
1309	0.03687416771
1310	0.03685871601
1311	0.03683894616
1312	0.03681436198
1313	0.0367880856
1314	0.03675458124
1315	0.03673953832
1316	0.03672141752
1317	0.03666506435
1318	0.03661918457
1319	0.036576275
1320	0.03657427316
1321	0.03654448644
1322	0.03653433588
1323	0.03652659823
1324	0.03652133662
1325	0.03649449113
1326	0.03645138819
1327	0.0364346075
1328	0.03640994328
1329	0.03637539621
1330	0.03634266528
1331	0.03633782728
1332	0.03632733762
1333	0.03627830413
1334	0.03625209057
1335	0.03625035577
1336	0.03624670131
1337	0.03619960789
1338	0.03618996801
1339	0.03615609516
1340	0.03610643882
1341	0.03607709759
1342	0.03607057603
1343	0.03606754306
1344	0.036051444
1345	0.03603818013
1346	0.03601772373
1347	0.0359880716
1348	0.03596644133
1349	0.03591425139
1350	0.03587792802
1351	0.0358380291
1352	0.03582503917
1353	0.03581193964
1354	0.03580033113
1355	0.03573823578
1356	0.03573175287
1357	0.03572272007
1358	0.03571795335
1359	0.03568656556
1360	0.0356263246
1361	0.03562288365
1362	0.03559409214
1363	0.03557813934
1364	0.03554090114
1365	0.03553242577
1366	0.03553141243
1367	0.03550443073
1368	0.03549691217
1369	0.03548134477
1370	0.03544493986
1371	0.03543519374
1372	0.03540286844
1373	0.03536748038
1374	0.03534733445
1375	0.03532445566
1376	0.03532232711
1377	0.0353070139
1378	0.03529907807
1379	0.0352829159
1380	0.03526965816
1381	0.0352347099
1382	0.03522107824
1383	0.03520917751
1384	0.03520053236
1385	0.03519703583
1386	0.03515215415
1387	0.03512318253
1388	0.03507813077
1389	0.0350309915
1390	0.03499886338
1391	0.03499190044
1392	0.0349644392
1393	0.03490820938
1394	0.03486537802
1395	0.03483209887
1396	0.03480901796
1397	0.03478975801
1398	0.03477057915
1399	0.0347620683
