iter	RMSE
0	0.3880982655
1	0.3766534504
2	0.3663353309
3	0.3560861353
4	0.3461938563
5	0.3377936049
6	0.3293792046
7	0.3210634112
8	0.3126180553
9	0.3047357722
10	0.2974980997
11	0.2898539687
12	0.2831087397
13	0.2767977084
14	0.2705771354
15	0.2644488504
16	0.2583060765
17	0.2529673383
18	0.2475023509
19	0.2419138414
20	0.2367387499
21	0.2320112882
22	0.2277236956
23	0.2234875746
24	0.2194449007
25	0.2153600977
26	0.2115387971
27	0.207904154
28	0.2043854308
29	0.200846203
30	0.1978041171
31	0.1945491787
32	0.1917151528
33	0.1887555315
34	0.1862118358
35	0.1839247033
36	0.1814809344
37	0.1790770741
38	0.1769399955
39	0.1745580379
40	0.1725242157
41	0.1703248402
42	0.1685782077
43	0.1665928194
44	0.1646940166
45	0.1631029237
46	0.16146385
47	0.159929944
48	0.1583432002
49	0.156779354
50	0.1554316301
51	0.154126979
52	0.1529008427
53	0.1515170759
54	0.1502792195
55	0.1490656787
56	0.1480018732
57	0.1470321726
58	0.1460149395
59	0.1450255841
60	0.1442620452
61	0.1431038307
62	0.142230371
63	0.1412348684
64	0.1403051141
65	0.1392981346
66	0.1385837402
67	0.1378263552
68	0.1372285242
69	0.1365445027
70	0.1357500834
71	0.1351349106
72	0.1343760096
73	0.1337210249
74	0.1333579839
75	0.1327162595
76	0.1319179038
77	0.1313377054
78	0.1305955289
79	0.1299275617
80	0.1292457857
81	0.1286969351
82	0.1281208369
83	0.127620541
84	0.1271089208
85	0.1264369001
86	0.1260301511
87	0.1256504431
88	0.1251235122
89	0.1246180723
90	0.1241153319
91	0.1237377215
92	0.1232724283
93	0.1229035072
94	0.1224895493
95	0.122114929
96	0.1216791738
97	0.1212779137
98	0.120876406
99	0.1204489642
100	0.1200119398
101	0.1196440293
102	0.1192589951
103	0.1189815152
104	0.1186134223
105	0.1183786588
106	0.1179332217
107	0.1175890651
108	0.1172870157
109	0.1169507941
110	0.1165675653
111	0.116306307
112	0.1159144772
113	0.1155798947
114	0.1153413454
115	0.115031724
116	0.1148247657
117	0.1146305963
118	0.1144136714
119	0.1140739551
120	0.1138631044
121	0.1135179088
122	0.1131947027
123	0.1131227491
124	0.1128141256
125	0.1125802668
126	0.1123693925
127	0.1120259719
128	0.1117167136
129	0.1114723876
130	0.1112219604
131	0.1111182352
132	0.11088774
133	0.1106367347
134	0.1103915506
135	0.1101137873
136	0.1098239569
137	0.1095266271
138	0.1091992197
139	0.1089379848
140	0.1088253096
141	0.1086052615
142	0.108300596
143	0.1081357368
144	0.107926504
145	0.1076929106
146	0.1073781365
147	0.1072972682
148	0.1070692016
149	0.1070312198
150	0.1067758859
151	0.1066176921
152	0.1065851895
153	0.1065255433
154	0.1063313716
155	0.10623849
156	0.106172836
157	0.1060015785
158	0.1059225594
159	0.1057281615
160	0.1054180626
161	0.1053504111
162	0.1053006582
163	0.1050913589
164	0.1050508496
165	0.1048278945
166	0.1047625098
167	0.1046482472
168	0.1045806932
169	0.1043168535
170	0.1040753538
171	0.1039878354
172	0.1037360734
173	0.1035360547
174	0.1032566514
175	0.1031062565
176	0.1028497721
177	0.102761277
178	0.102715021
179	0.1026841808
180	0.1026032311
181	0.1023833034
182	0.1022018953
183	0.1021670834
184	0.1020116186
185	0.1018051336
186	0.1015853429
187	0.1015466162
188	0.1015201741
189	0.1013287241
190	0.101118314
191	0.100888355
192	0.1008163075
193	0.1007718433
194	0.1007011436
195	0.1004903875
196	0.1004426464
197	0.1002042344
198	0.1000459819
199	0.1000213802
200	0.09982930762
201	0.0995703249
202	0.09933475222
203	0.09920272137
204	0.09916807672
205	0.09897293096
206	0.09886674634
207	0.09862629346
208	0.09860001817
209	0.09838079484
210	0.0981598481
211	0.09793966444
212	0.09783922067
213	0.09764710749
214	0.09750005551
215	0.09734812263
216	0.0971544987
217	0.09712855484
218	0.09694306726
219	0.09674106613
220	0.09662635379
221	0.09660517821
222	0.09644905824
223	0.09642515889
224	0.09620123816
225	0.09618132505
226	0.09602283098
227	0.09582444784
228	0.09559670821
229	0.09557561905
230	0.09537771917
231	0.09518591897
232	0.09509163989
233	0.09492556469
234	0.09468817127
235	0.09462244201
236	0.09443642704
237	0.09420423266
238	0.09400141908
239	0.0939843094
240	0.09379847507
241	0.09359040627
242	0.09357354619
243	0.09338849371
244	0.09321671092
245	0.09312621641
246	0.09308789371
247	0.09291694047
248	0.09285182395
249	0.09265767227
250	0.09259248383
251	0.09250629401
252	0.09229896045
253	0.09217002417
254	0.09195774178
255	0.09175341851
256	0.09162727666
257	0.09142765846
258	0.09141233648
259	0.09139718896
260	0.09138219009
261	0.09127660109
262	0.0912619019
263	0.09113106494
264	0.09094553173
265	0.09079052384
266	0.09076209545
267	0.09074628475
268	0.0907015073
269	0.09053267381
270	0.09051933062
271	0.09034650261
272	0.09033269376
273	0.09019832529
274	0.09018544292
275	0.09001222668
276	0.08990868685
277	0.08978430525
278	0.0896292669
279	0.08954759962
280	0.08938162026
281	0.08926927808
282	0.08913292224
283	0.0889716811
284	0.08884684527
285	0.08869608257
286	0.08853790797
287	0.08839738848
288	0.08828188115
289	0.08826815065
290	0.08809546784
291	0.08806179853
292	0.08803175956
293	0.08799648061
294	0.08797313244
295	0.08782445257
296	0.08770429561
297	0.08766543802
298	0.08753447457
299	0.08741961081
300	0.08733068936
301	0.08713467738
302	0.08701684951
303	0.08693459394
304	0.08677418837
305	0.08659789652
306	0.08648448832
307	0.08636657368
308	0.08625103562
309	0.08615471104
310	0.08613219083
311	0.08602943723
312	0.08590386423
313	0.08581140552
314	0.08561418217
315	0.08554572438
316	0.08553369413
317	0.0853901482
318	0.08520218604
319	0.08506144901
320	0.08488467454
321	0.08479445636
322	0.08468784413
323	0.08461543377
324	0.08449711885
325	0.08437098686
326	0.08424357894
327	0.08415976575
328	0.08405279366
329	0.08388435143
330	0.08383944755
331	0.0837259565
332	0.08357884287
333	0.08346519866
334	0.0833735511
335	0.08325063425
336	0.08321977828
337	0.08312768077
338	0.08310448731
339	0.083084976
340	0.08293142639
341	0.08283091182
342	0.08269631299
343	0.0826660551
344	0.08259774369
345	0.08257657088
346	0.08245052895
347	0.08234051332
348	0.08233071504
349	0.08230537546
350	0.08216875077
351	0.08207327901
352	0.08191169826
353	0.08180916666
354	0.08169398136
355	0.08158906313
356	0.08150625689
357	0.08140785308
358	0.08139167967
359	0.08125898199
360	0.0811876722
361	0.08109453502
362	0.0809488674
363	0.08077589916
364	0.08070153545
365	0.0806055866
366	0.08053285907
367	0.08040975065
368	0.0803820563
369	0.08030461486
370	0.08020121699
371	0.08014881041
372	0.08003373283
373	0.07993086026
374	0.07982868392
375	0.07979132776
376	0.07976994381
377	0.07975541266
378	0.07962377568
379	0.07954762528
380	0.07949513397
381	0.07940322537
382	0.07933131013
383	0.0792379355
384	0.07916004598
385	0.07906000496
386	0.0789739554
387	0.07891414169
388	0.07885630175
389	0.07884932644
390	0.07875385942
391	0.07869553036
392	0.07868782694
393	0.07864145814
394	0.0785503046
395	0.07841839165
396	0.07838883633
397	0.07837612396
398	0.07823867679
399	0.07816681734
400	0.078066591
401	0.07803667671
402	0.07795535367
403	0.07783114798
404	0.07773934897
405	0.07763904501
406	0.07747869328
407	0.0774254771
408	0.07734065796
409	0.0773193692
410	0.07731247754
411	0.0771625369
412	0.07712254401
413	0.07705530316
414	0.07704878671
415	0.07691907043
416	0.0767946334
417	0.07670279802
418	0.07667431137
419	0.07659274999
420	0.07647722181
421	0.07633429012
422	0.07632692629
423	0.07622879194
424	0.07613757261
425	0.07611690012
426	0.07604299194
427	0.0759462459
428	0.07589655873
429	0.07581629998
430	0.07572530316
431	0.0756952983
432	0.07563808693
433	0.0755808944
434	0.07557266999
435	0.07556622395
436	0.07548316349
437	0.07547701643
438	0.07540187994
439	0.07538080904
440	0.07537379478
441	0.07522255975
442	0.07517173122
443	0.07505455394
444	0.07504877808
445	0.07495832262
446	0.07481912736
447	0.07481310303
448	0.07471888202
449	0.07464554341
450	0.07457539321
451	0.07439693675
452	0.07430872553
453	0.07422994885
454	0.07422408165
455	0.07413558946
456	0.07411905266
457	0.07401200542
458	0.07393188795
459	0.07385167541
460	0.07379473135
461	0.0737635465
462	0.07362697596
463	0.07353628196
464	0.0733792626
465	0.07335463732
466	0.0731939785
467	0.07304201462
468	0.07294270463
469	0.07284720772
470	0.07281039241
471	0.07271332756
472	0.07258860307
473	0.07243933878
474	0.07236612965
475	0.07226178557
476	0.07222412387
477	0.07212712938
478	0.07196086447
479	0.07190655783
480	0.07177117279
481	0.07176523636
482	0.07164947212
483	0.0716401598
484	0.07154863865
485	0.07143466276
486	0.07141767679
487	0.07133518038
488	0.07122570077
489	0.07117129473
490	0.0710902729
491	0.07097442465
492	0.07087791094
493	0.0708070074
494	0.07074182567
495	0.0706796901
496	0.07060958074
497	0.07051044929
498	0.07045829132
499	0.07036555087
500	0.07028783276
501	0.07025891418
502	0.07025404898
503	0.07019922936
504	0.07017615193
505	0.07015266042
506	0.07008638522
507	0.06998429019
508	0.06992620167
509	0.06987356064
510	0.06976835693
511	0.06968293517
512	0.06960240389
513	0.06946217513
514	0.0694568773
515	0.06939822865
516	0.06928452337
517	0.06928007391
518	0.0692543576
519	0.06922978205
520	0.06913320367
521	0.06911414706
522	0.06901294695
523	0.06893159269
524	0.06885772957
525	0.06878771727
526	0.06878054463
527	0.06869445884
528	0.06862506641
529	0.06855490292
530	0.06855068216
531	0.06845852288
532	0.06842530826
533	0.06842118191
534	0.06830224184
535	0.06829283697
536	0.06821192187
537	0.06811902928
538	0.06805483905
539	0.06798234804
540	0.06797053079
541	0.06790562646
542	0.06784192178
543	0.06778163826
544	0.06775550445
545	0.06767647178
546	0.06763517933
547	0.06757908238
548	0.06749982181
549	0.06748352252
550	0.0674518605
551	0.06741765249
552	0.06732499685
553	0.06732117516
554	0.06727515473
555	0.06724898329
556	0.06724020265
557	0.0671582564
558	0.06702462914
559	0.06693423822
560	0.06693075045
561	0.06692578859
562	0.06687688698
563	0.06677649138
564	0.0667662275
565	0.06670010225
566	0.06662693951
567	0.06658351912
568	0.06652345438
569	0.06646328405
570	0.06640521357
571	0.06635440817
572	0.06625723954
573	0.06618856754
574	0.06616646653
575	0.06614230422
576	0.06603206271
577	0.06590194356
578	0.06583470076
579	0.06581220933
580	0.06574037599
581	0.06573597017
582	0.065668829
583	0.06562814885
584	0.06562088971
585	0.06559483289
586	0.06552209337
587	0.06551508774
588	0.06544522303
589	0.06537701797
590	0.06530112069
591	0.06529391519
592	0.06523107465
593	0.0651866962
594	0.06511986104
595	0.06500233957
596	0.06493814436
597	0.06486520377
598	0.06485844135
599	0.06475712706
600	0.06474599874
601	0.06471055919
602	0.06468699296
603	0.06462883376
604	0.06452392978
605	0.06444665383
606	0.0643848801
607	0.06437967865
608	0.06432309001
609	0.06423433745
610	0.06421758884
611	0.06415560001
612	0.06405946622
613	0.06399382247
614	0.06395591934
615	0.06383428447
616	0.06382112762
617	0.06381662745
618	0.06371832259
619	0.06363411624
620	0.06356778523
621	0.06350752826
622	0.06341840037
623	0.06335422221
624	0.06325636635
625	0.06317457406
626	0.06310162896
627	0.06301135675
628	0.06297858423
629	0.06296654357
630	0.06296218386
631	0.06294788297
632	0.06285882723
633	0.06279669633
634	0.06270937518
635	0.06269090885
636	0.06267478774
637	0.06260309055
638	0.06252560348
639	0.06248970117
640	0.06248544053
641	0.06246289591
642	0.06241379316
643	0.06240279
644	0.06232396763
645	0.06227146403
646	0.06226780774
647	0.06218102919
648	0.06215183533
649	0.06210462123
650	0.06208240116
651	0.06197953677
652	0.06197490874
653	0.0619332964
654	0.06187447211
655	0.06184434082
656	0.0618092565
657	0.06180442021
658	0.0617574739
659	0.06173990148
660	0.06164215844
661	0.06161438488
662	0.06153543432
663	0.06153112498
664	0.06150521005
665	0.06143323642
666	0.06137756496
667	0.06137456362
668	0.06128437937
669	0.06123734626
670	0.06115670212
671	0.0611062846
